,RGIId
3303,RGI60-11.03339
3304,RGI60-11.03340
3305,RGI60-11.03341
3306,RGI60-11.03342
3307,RGI60-11.03343
3308,RGI60-11.03344
3309,RGI60-11.03345
3310,RGI60-11.03346
3311,RGI60-11.03347
3312,RGI60-11.03348
3313,RGI60-11.03349
3314,RGI60-11.03350
3315,RGI60-11.03351
3316,RGI60-11.03352
3317,RGI60-11.03353
3318,RGI60-11.03354
3319,RGI60-11.03355
3320,RGI60-11.03356
3321,RGI60-11.03357
3322,RGI60-11.03358
3323,RGI60-11.03359
3324,RGI60-11.03360
3325,RGI60-11.03361
3326,RGI60-11.03362
3327,RGI60-11.03363
3328,RGI60-11.03364
3329,RGI60-11.03365
3330,RGI60-11.03366
3331,RGI60-11.03367
3332,RGI60-11.03368
3333,RGI60-11.03369
3334,RGI60-11.03370
3335,RGI60-11.03371
3336,RGI60-11.03372
3337,RGI60-11.03373
3338,RGI60-11.03374
3339,RGI60-11.03375
3340,RGI60-11.03376
3341,RGI60-11.03377
3342,RGI60-11.03378
3343,RGI60-11.03379
3344,RGI60-11.03380
3345,RGI60-11.03381
3346,RGI60-11.03382
3347,RGI60-11.03383
3348,RGI60-11.03384
3349,RGI60-11.03385
3350,RGI60-11.03386
3351,RGI60-11.03387
3352,RGI60-11.03388
3353,RGI60-11.03389
3354,RGI60-11.03390
3355,RGI60-11.03391
3356,RGI60-11.03392
3357,RGI60-11.03393
3358,RGI60-11.03394
3359,RGI60-11.03395
3360,RGI60-11.03396
3361,RGI60-11.03397
3362,RGI60-11.03398
3363,RGI60-11.03399
3364,RGI60-11.03400
3365,RGI60-11.03401
3366,RGI60-11.03402
3367,RGI60-11.03403
3368,RGI60-11.03404
3369,RGI60-11.03405
3370,RGI60-11.03406
3371,RGI60-11.03407
3372,RGI60-11.03408
3373,RGI60-11.03409
3374,RGI60-11.03410
3375,RGI60-11.03411
3376,RGI60-11.03412
3377,RGI60-11.03413
3378,RGI60-11.03414
3379,RGI60-11.03415
3380,RGI60-11.03416
3381,RGI60-11.03417
3382,RGI60-11.03418
3383,RGI60-11.03419
3384,RGI60-11.03420
3385,RGI60-11.03421
3386,RGI60-11.03422
3387,RGI60-11.03423
3388,RGI60-11.03424
3389,RGI60-11.03425
3390,RGI60-11.03426
3391,RGI60-11.03427
3392,RGI60-11.03428
3393,RGI60-11.03429
3394,RGI60-11.03430
3395,RGI60-11.03431
3396,RGI60-11.03432
3397,RGI60-11.03433
3398,RGI60-11.03434
3399,RGI60-11.03435
3400,RGI60-11.03436
3401,RGI60-11.03437
3402,RGI60-11.03438
3403,RGI60-11.03439
3404,RGI60-11.03440
3405,RGI60-11.03441
3406,RGI60-11.03442
3407,RGI60-11.03443
3408,RGI60-11.03444
3409,RGI60-11.03445
3410,RGI60-11.03446
3411,RGI60-11.03447
3412,RGI60-11.03448
3413,RGI60-11.03449
3414,RGI60-11.03450
3415,RGI60-11.03451
3416,RGI60-11.03452
3417,RGI60-11.03453
3418,RGI60-11.03454
3419,RGI60-11.03455
3420,RGI60-11.03456
3421,RGI60-11.03457
3422,RGI60-11.03458
3423,RGI60-11.03459
3424,RGI60-11.03460
3425,RGI60-11.03461
3426,RGI60-11.03462
3427,RGI60-11.03463
3428,RGI60-11.03464
3429,RGI60-11.03465
3430,RGI60-11.03466
3431,RGI60-11.03467
3432,RGI60-11.03468
3433,RGI60-11.03469
3434,RGI60-11.03470
3435,RGI60-11.03471
3436,RGI60-11.03472
3437,RGI60-11.03473
3438,RGI60-11.03474
3439,RGI60-11.03475
3440,RGI60-11.03476
3441,RGI60-11.03477
3442,RGI60-11.03478
3443,RGI60-11.03479
3444,RGI60-11.03480
3445,RGI60-11.03481
3446,RGI60-11.03482
3447,RGI60-11.03483
3448,RGI60-11.03484
3449,RGI60-11.03485
3450,RGI60-11.03486
3451,RGI60-11.03487
3452,RGI60-11.03488
3453,RGI60-11.03489
3454,RGI60-11.03490
3455,RGI60-11.03491
3456,RGI60-11.03492
3457,RGI60-11.03493
3458,RGI60-11.03494
3459,RGI60-11.03495
3460,RGI60-11.03496
3461,RGI60-11.03497
3462,RGI60-11.03498
3463,RGI60-11.03499
3464,RGI60-11.03500
3465,RGI60-11.03501
3466,RGI60-11.03502
3467,RGI60-11.03503
3468,RGI60-11.03504
3469,RGI60-11.03505
3470,RGI60-11.03506
3471,RGI60-11.03507
3472,RGI60-11.03508
3473,RGI60-11.03509
3474,RGI60-11.03510
3475,RGI60-11.03511
3476,RGI60-11.03512
3477,RGI60-11.03513
3478,RGI60-11.03514
3479,RGI60-11.03515
3480,RGI60-11.03516
3481,RGI60-11.03517
3482,RGI60-11.03518
3483,RGI60-11.03519
3484,RGI60-11.03520
3485,RGI60-11.03521
3486,RGI60-11.03522
3487,RGI60-11.03523
3488,RGI60-11.03524
3489,RGI60-11.03525
3490,RGI60-11.03526
3491,RGI60-11.03527
3492,RGI60-11.03528
3493,RGI60-11.03529
3494,RGI60-11.03530
3495,RGI60-11.03531
3496,RGI60-11.03532
3497,RGI60-11.03533
3498,RGI60-11.03534
3499,RGI60-11.03535
3500,RGI60-11.03536
3501,RGI60-11.03537
3502,RGI60-11.03538
3503,RGI60-11.03539
3504,RGI60-11.03540
3505,RGI60-11.03541
3506,RGI60-11.03542
3507,RGI60-11.03543
3508,RGI60-11.03544
3509,RGI60-11.03545
3510,RGI60-11.03546
3511,RGI60-11.03547
3512,RGI60-11.03548
3513,RGI60-11.03549
3514,RGI60-11.03550
3515,RGI60-11.03551
3516,RGI60-11.03552
3517,RGI60-11.03553
3518,RGI60-11.03554
3519,RGI60-11.03555
3520,RGI60-11.03556
3521,RGI60-11.03557
3522,RGI60-11.03558
3523,RGI60-11.03559
3524,RGI60-11.03560
3525,RGI60-11.03561
3526,RGI60-11.03562
3527,RGI60-11.03563
3528,RGI60-11.03564
3529,RGI60-11.03565
3530,RGI60-11.03566
3531,RGI60-11.03567
3532,RGI60-11.03568
3533,RGI60-11.03569
3534,RGI60-11.03570
3535,RGI60-11.03571
3536,RGI60-11.03572
3537,RGI60-11.03573
3538,RGI60-11.03574
3539,RGI60-11.03575
3540,RGI60-11.03576
3541,RGI60-11.03577
3542,RGI60-11.03578
3543,RGI60-11.03579
3544,RGI60-11.03580
3545,RGI60-11.03581
3546,RGI60-11.03582
3547,RGI60-11.03583
3548,RGI60-11.03584
3549,RGI60-11.03585
3550,RGI60-11.03586
3551,RGI60-11.03587
3552,RGI60-11.03588
3553,RGI60-11.03589
3554,RGI60-11.03590
3555,RGI60-11.03591
3556,RGI60-11.03592
3557,RGI60-11.03593
3558,RGI60-11.03594
3559,RGI60-11.03595
3560,RGI60-11.03596
3561,RGI60-11.03597
3562,RGI60-11.03598
3563,RGI60-11.03599
3564,RGI60-11.03600
3565,RGI60-11.03601
3566,RGI60-11.03602
3567,RGI60-11.03603
3568,RGI60-11.03604
3569,RGI60-11.03605
3570,RGI60-11.03606
3571,RGI60-11.03607
3572,RGI60-11.03608
3573,RGI60-11.03609
3574,RGI60-11.03610
3575,RGI60-11.03611
3576,RGI60-11.03612
3577,RGI60-11.03613
3578,RGI60-11.03614
3579,RGI60-11.03615
3580,RGI60-11.03616
3581,RGI60-11.03617
3582,RGI60-11.03618
3583,RGI60-11.03619
3584,RGI60-11.03620
3585,RGI60-11.03621
3586,RGI60-11.03622
3587,RGI60-11.03623
3588,RGI60-11.03624
3589,RGI60-11.03625
3590,RGI60-11.03626
3591,RGI60-11.03627
3592,RGI60-11.03628
3593,RGI60-11.03629
3594,RGI60-11.03630
3595,RGI60-11.03631
3596,RGI60-11.03632
3597,RGI60-11.03633
3598,RGI60-11.03634
3599,RGI60-11.03635
3600,RGI60-11.03636
3601,RGI60-11.03637
3602,RGI60-11.03638
3603,RGI60-11.03639
3604,RGI60-11.03640
3605,RGI60-11.03641
3606,RGI60-11.03642
3607,RGI60-11.03643
3608,RGI60-11.03644
3609,RGI60-11.03645
3610,RGI60-11.03646
3611,RGI60-11.03647
3612,RGI60-11.03648
3613,RGI60-11.03649
3614,RGI60-11.03650
3615,RGI60-11.03651
3616,RGI60-11.03652
3617,RGI60-11.03653
3618,RGI60-11.03654
3619,RGI60-11.03655
3620,RGI60-11.03656
3621,RGI60-11.03657
3622,RGI60-11.03658
3623,RGI60-11.03659
3624,RGI60-11.03660
3625,RGI60-11.03661
3626,RGI60-11.03662
3627,RGI60-11.03663
3628,RGI60-11.03664
3629,RGI60-11.03665
3630,RGI60-11.03666
3631,RGI60-11.03667
3632,RGI60-11.03668
3633,RGI60-11.03669
3634,RGI60-11.03670
3635,RGI60-11.03671
3636,RGI60-11.03672
3637,RGI60-11.03673
3638,RGI60-11.03674
3639,RGI60-11.03675
3640,RGI60-11.03676
3641,RGI60-11.03677
3642,RGI60-11.03678
3643,RGI60-11.03679
3644,RGI60-11.03680
3645,RGI60-11.03681
3646,RGI60-11.03682
3647,RGI60-11.03683
3648,RGI60-11.03684
3649,RGI60-11.03685
3650,RGI60-11.03686
3651,RGI60-11.03687
3652,RGI60-11.03688
3653,RGI60-11.03689
3654,RGI60-11.03690
3655,RGI60-11.03691
3656,RGI60-11.03692
3657,RGI60-11.03693
3658,RGI60-11.03694
3659,RGI60-11.03695
3660,RGI60-11.03696
3661,RGI60-11.03697
3662,RGI60-11.03698
3663,RGI60-11.03699
3664,RGI60-11.03700
3665,RGI60-11.03701
3666,RGI60-11.03702
3667,RGI60-11.03703
3668,RGI60-11.03704
3669,RGI60-11.03705
3670,RGI60-11.03706
3671,RGI60-11.03707
3672,RGI60-11.03708
3673,RGI60-11.03709
3674,RGI60-11.03710
3675,RGI60-11.03711
3676,RGI60-11.03712
3677,RGI60-11.03713
3678,RGI60-11.03714
3679,RGI60-11.03715
3680,RGI60-11.03716
3681,RGI60-11.03717
3682,RGI60-11.03718
3683,RGI60-11.03719
3684,RGI60-11.03720
3685,RGI60-11.03721
3686,RGI60-11.03722
3687,RGI60-11.03723
3688,RGI60-11.03724
3689,RGI60-11.03725
3690,RGI60-11.03726
3691,RGI60-11.03727
3692,RGI60-11.03728
3693,RGI60-11.03729
3694,RGI60-11.03730
3695,RGI60-11.03731
3696,RGI60-11.03732
3697,RGI60-11.03733
3698,RGI60-11.03734
3699,RGI60-11.03735
3700,RGI60-11.03736
3701,RGI60-11.03737
3702,RGI60-11.03738
3703,RGI60-11.03739
3704,RGI60-11.03740
3705,RGI60-11.03741
3706,RGI60-11.03742
3707,RGI60-11.03743
3708,RGI60-11.03744
3709,RGI60-11.03745
3710,RGI60-11.03746
3711,RGI60-11.03747
3712,RGI60-11.03748
3713,RGI60-11.03749
3714,RGI60-11.03750
3715,RGI60-11.03751
3716,RGI60-11.03752
3717,RGI60-11.03753
3718,RGI60-11.03754
3719,RGI60-11.03755
3720,RGI60-11.03756
3721,RGI60-11.03757
3722,RGI60-11.03758
3723,RGI60-11.03759
3724,RGI60-11.03760
3725,RGI60-11.03761
3726,RGI60-11.03762
3727,RGI60-11.03763
3728,RGI60-11.03764
3729,RGI60-11.03765
3730,RGI60-11.03766
3731,RGI60-11.03767
3732,RGI60-11.03768
3733,RGI60-11.03769
3734,RGI60-11.03770
3735,RGI60-11.03771
3736,RGI60-11.03772
3737,RGI60-11.03773
3738,RGI60-11.03774
3739,RGI60-11.03775
3740,RGI60-11.03776
3741,RGI60-11.03777
3742,RGI60-11.03778
3743,RGI60-11.03779
3744,RGI60-11.03780
3745,RGI60-11.03781
3746,RGI60-11.03782
3747,RGI60-11.03783
3748,RGI60-11.03784
3749,RGI60-11.03785
3750,RGI60-11.03786
3751,RGI60-11.03787
3752,RGI60-11.03788
3753,RGI60-11.03789
3754,RGI60-11.03790
3755,RGI60-11.03791
3756,RGI60-11.03792
3757,RGI60-11.03793
3758,RGI60-11.03794
3759,RGI60-11.03795
3760,RGI60-11.03796
3761,RGI60-11.03797
3762,RGI60-11.03798
3763,RGI60-11.03799
3764,RGI60-11.03800
3765,RGI60-11.03801
3766,RGI60-11.03802
3767,RGI60-11.03803
3768,RGI60-11.03804
3769,RGI60-11.03805
3770,RGI60-11.03806
3771,RGI60-11.03807
3772,RGI60-11.03808
3773,RGI60-11.03809
3774,RGI60-11.03810
3775,RGI60-11.03811
3776,RGI60-11.03812
3777,RGI60-11.03813
3778,RGI60-11.03814
3779,RGI60-11.03815
3780,RGI60-11.03816
3781,RGI60-11.03817
3782,RGI60-11.03818
3783,RGI60-11.03819
3784,RGI60-11.03820
3785,RGI60-11.03821
3786,RGI60-11.03822
3787,RGI60-11.03823
3788,RGI60-11.03824
3789,RGI60-11.03825
3790,RGI60-11.03826
3791,RGI60-11.03827
3792,RGI60-11.03828
3793,RGI60-11.03829
3794,RGI60-11.03830
3795,RGI60-11.03831
3796,RGI60-11.03832
3797,RGI60-11.03833
3798,RGI60-11.03834
3799,RGI60-11.03835
3800,RGI60-11.03836
3801,RGI60-11.03837
3802,RGI60-11.03838
3803,RGI60-11.03839
3804,RGI60-11.03840
3805,RGI60-11.03841
3806,RGI60-11.03842
3807,RGI60-11.03843
3808,RGI60-11.03844
3809,RGI60-11.03845
3810,RGI60-11.03846
3811,RGI60-11.03847
3812,RGI60-11.03848
3813,RGI60-11.03849
3814,RGI60-11.03850
3815,RGI60-11.03851
3816,RGI60-11.03852
3817,RGI60-11.03853
3818,RGI60-11.03854
3819,RGI60-11.03855
3820,RGI60-11.03856
3821,RGI60-11.03857
3822,RGI60-11.03858
3823,RGI60-11.03859
3824,RGI60-11.03860
3825,RGI60-11.03861
3826,RGI60-11.03862
3827,RGI60-11.03863
3828,RGI60-11.03864
3829,RGI60-11.03865
3830,RGI60-11.03866
3831,RGI60-11.03867
3832,RGI60-11.03868
3833,RGI60-11.03869
3834,RGI60-11.03870
3835,RGI60-11.03871
3836,RGI60-11.03872
3837,RGI60-11.03873
3838,RGI60-11.03874
3839,RGI60-11.03875
3840,RGI60-11.03876
3841,RGI60-11.03877
3842,RGI60-11.03878
3843,RGI60-11.03879
3844,RGI60-11.03880
3845,RGI60-11.03881
3846,RGI60-11.03882
3847,RGI60-11.03883
3848,RGI60-11.03884
3849,RGI60-11.03885
3850,RGI60-11.03886
3851,RGI60-11.03887
3852,RGI60-11.03888
3853,RGI60-11.03889
3854,RGI60-11.03890
3855,RGI60-11.03891
3856,RGI60-11.03892
3857,RGI60-11.03893
3858,RGI60-11.03894
3859,RGI60-11.03895
3860,RGI60-11.03896
3861,RGI60-11.03897
3862,RGI60-11.03898
3863,RGI60-11.03899
3864,RGI60-11.03900
3865,RGI60-11.03901
3866,RGI60-11.03902
3867,RGI60-11.03903
3868,RGI60-11.03904
3869,RGI60-11.03905
3870,RGI60-11.03906
3871,RGI60-11.03907
3872,RGI60-11.03908
3873,RGI60-11.03909
3874,RGI60-11.03910
3875,RGI60-11.03911
3876,RGI60-11.03912
3877,RGI60-11.03913
3878,RGI60-11.03914
3879,RGI60-11.03915
3880,RGI60-11.03916
3881,RGI60-11.03917
3882,RGI60-11.03918
3883,RGI60-11.03919
3884,RGI60-11.03920
3885,RGI60-11.03921
3886,RGI60-11.03922
3887,RGI60-11.03923
3888,RGI60-11.03924
3889,RGI60-11.03925
3890,RGI60-11.03926
3891,RGI60-11.03927
